,Fecha,Tweet_texto,Nombre_cuenta,Hora
111,2023-01-05 11:38:14,"🌍Conectamos innovación y sostenibilidad y llevamos la vida sostenible al siguiente nivel con SmartThings

👉SmartThings Energy. Ahorra energía, reduce tu consumo de electricidad y la factura de luz.
👉SmartThings Station. El control del hogar conectado. https://t.co/2ID6gEaYlq",SamsungEspana,11
112,2023-01-05 11:30:12,@teka_ESP  y sus consejos para cocinar de forma sostenible y ahorrando energía https://t.co/v0FmezhjdB,luispereira01,11
113,2023-01-05 11:28:25,@riverolavic @Eva05659093 La energía necesaria para el funcionamiento de los cañones no es sostenible. Si el futuro nos depara menos nieve es insostenible.,ana_encinoso,11
114,2023-01-05 11:23:48,"#Andalucía ya produce más del 54% de energía eléctrica con fuentes #renovables.

La región generó en 2021 un 14,3% más de electricidad mediante generación sostenible en comparación con el año anterior, hasta los 17.172,7 GWh.

https://t.co/zDAc9IxYW2

@EnergiaAnd https://t.co/Ms2ZnL2fss",industriambient,11
115,2023-01-05 10:01:32,"¿Conoces los Planes de Acción para el Clima y la Energía Sostenible (PACES)? 🌳🔋
Son importantes porque conllevan una planificación estratégica para reducir emisiones y adaptarse al cambio climático. Esto trae muchos beneficios. Si te interesa para tu municipio, consúltanos. https://t.co/sninkYoYc5",EuroVertiC,10
116,2023-01-05 10:01:32,"¿Conoces los Planes de Acción para el Clima y la Energía Sostenible (PACES)? 🌳🔋
Son importantes porque conllevan una planificación estratégica para reducir emisiones y adaptarse al cambio climático. Esto trae muchos beneficios. Si te interesa para tu municipio, consúltanos. https://t.co/sninkYoYc5",EuroVertiC,10
117,2023-01-05 09:42:17,"¡Bienvenido, 2023! 👋

Este año seguiremos impulsando la #energía del ☀ para:

👉 Conseguir un futuro energético #sostenible.

👉 La descarbonización de nuevos sectores empresariales e industriales.

👉 El compromiso con la lucha contra el cambio climático e impulso de los #ODS. https://t.co/M96JNpux2e",ISE_Ingenia,9
118,2023-01-05 09:41:40,"@SiberetSiberet No compro agenda 2030, eat the bug, ni great reset de escoria globalista.
La humanidad es sostenible si se prohibe la obsolescencia programada, usando hidrolóponicos verticales y utilizando energía nuclear que ya es segura.
El que quiera bajar la demografía que no tenga hijos",ElZampaHeces,9
119,2023-01-05 09:33:46,Hidrógeno barato y sostenible mediante energía solar https://t.co/pryjiEIdgt via @cienciaplus,expersat,9
120,2023-01-05 09:20:24,Hidrógeno barato y sostenible mediante energía solar https://t.co/XQtfjR7uz5 a través de @cienciaplus,JediMaestroluke,9
121,2023-01-05 08:26:58,"Un nuevo panel solar logra una eficiencia del 9% en la conversión de agua en hidrógeno y oxígeno, imitando un paso crucial en la fotosíntesis. Descubre + en la Sala Universo.

Fuente: @europapress

https://t.co/74W6ufrDe5",CosmoCaixa,8
122,2023-01-05 08:03:02,@sevillajordi Tenemos que asumir que si en un territorio no hay agua de forma natural o se cultiva productos de secano o se usa agua desalada y ese coste se suma al precio final. Subvencionar mucho ese agua ayuda a sostener lo que no debería ser sostenible (el agua desalada consume energía),SoyRodrigc,8
123,2023-01-05 03:54:10,"La nueva película de #Avatar, renderizada con chips @AMD

Pasemos a la palabra de moda favorita de todos: informática sostenible. Es realmente importante, sobre todo teniendo en cuenta la cantidad de energía eléctrica que consumen los centros de datos en la actualidad. #CES2023 https://t.co/rqhfZENsKR",revolutegplus,3
124,2023-01-05 01:13:36,"Goodall, de formación bióloga (etología), tiene razón. Exagera, pero no demasiado. Los derechistas creen que el nivel de  población actual o futuro cercano (10-11 mil millones) es fácilmente sostenible. Olvidan datos como el consumo per capita de energía y materias procesadas https://t.co/OJsh4XoOoP",pablodb1,1
125,2023-01-05 01:04:22,"Un nuevo panel solar, desarrollado en la Universidad de Michigan, ha logrado una eficiencia del 9% en la conversión de agua en hidrógeno y oxígeno, imitando un paso crucial en la fotosíntesis.
Publimetro Perú 🇵🇪
#energiasolar #hi…https://t.co/uUaCE6Z7St https://t.co/dXV8EvNx8p",vodelgadom,1
126,2023-01-05 00:51:08,"@IreneVelezT @ECOPETROL_SA Bueno...bueno...buenooo...No levante cortinas de humo con publicaciones etéreas...Haga pública cual es su hoja de ruta como ministra de minas y energía, para buscar el desarrollo sostenible de Colombia en materia energética. El resto es un discursivo pobre y lacónico. Realidades.",franzkafka202,0
127,2023-01-05 00:46:40,Hidrógeno barato y sostenible mediante energía solar https://t.co/tUdZi9GJxn,notimerica,0
128,2023-01-04 22:16:02,Hidrógeno barato y sostenible mediante energía solar https://t.co/AniPAvsZ4w a través de @cienciaplus,aethcolombia,22
129,2023-01-04 22:01:33,Teka y sus consejos para cocinar de forma sostenible y ahorrando energía https://t.co/ddeyINj7u2,revistaelectro,22
130,2023-01-04 21:41:20,Científicos logran hidrógeno barato y sostenible de la energía solar https://t.co/5Rw0GmlxFY,elpaiscr,21
131,2023-01-04 21:18:52,@adefesioso @J_GUISBERT @axlrose2110 @Black_29 @DiegoCortazar98 Mi estimado adefesio. Bolivia no tiene gran minería ni explotación de gas sostenible porque ninguna empresa minera o de energía sería quiere invertir allá. El motivo falta de garantías para la inversión. Bastante va a pasar que Bolivia invierta dinero en el sur. Bastante,jorgerodpac,21
132,2023-01-04 20:28:00,#Cuba Científicos logran hidrógeno barato y sostenible de la energía solar  #DeZurdaTeam #JuntarYVencer https://t.co/w16KHOaZcG,JorgeCruzcc4,20
133,2023-01-04 19:48:12,"Washington,  Científicos estadounidenses desarrollaron un panel solar que permite lograr una eficiencia del nueve por ciento en la conversión del agua en hidrógeno y oxígeno, tras imitar un paso crucial en la fotosíntesis, publicó hoy la revista Nature. https://t.co/yidu4vgywx",PLVenezuela,19
134,2023-01-04 19:30:38,La Compañía de Electricidad de Bayahíbe pone en valor el impacto positivo que la energía limpia proporcionará a Isla Saona como primer paso para contribuir a un desarrollo más sostenible en esta área clave para el medioambiente.- https://t.co/qRlIJMRz7F,quintopoderio,19
135,2023-01-04 19:30:38,La Compañía de Electricidad de Bayahíbe pone en valor el impacto positivo que la energía limpia proporcionará a Isla Saona como primer paso para contribuir a un desarrollo más sostenible en esta área clave para el medioambiente.- https://t.co/qRlIJMRz7F,quintopoderio,19
136,2023-01-04 19:23:43,"Chamada hoxe:
-Hola, le llamo del Departamento Regional para la Energía Sostenible, en su oficina de La Coruña. 
-Como? 
-Como sabe, es necesaria la renovación de...
-Espere, espere, de onde di que me chamou?
-...la renovación de la tarifa eléctrica...
-Desculpe... (1/2)",magago,19
137,2023-01-04 19:11:16,"📢  6 razones por las que elegir a Lidera Energía 

1️⃣  #AHORRO
2️⃣  𝗖𝗢𝗠𝗣𝗘𝗡𝗦𝗔𝗖𝗜Ó𝗡 𝗗𝗘 #EXCEDENTE
3️⃣  #SOSTENIBLE
4️⃣  𝗔𝗦𝗘𝗦𝗢𝗥𝗔𝗠𝗜𝗘𝗡𝗧𝗢 𝗣𝗘𝗥𝗦𝗢𝗡𝗔𝗟𝗜𝗭𝗔𝗗𝗢 
5️⃣  𝗜𝗡𝗦𝗧𝗔𝗟𝗔𝗖𝗜Ó𝗡 𝗬 #GARANTÍA
6️⃣ #FACILIDADES

🔗 https://t.co/1KNSHC0bqg https://t.co/2S76aMkDA8",LideraEnergia,19
138,2023-01-04 19:06:50,"✅Como usuarios, tenemos la oportunidad de construir un futuro más justo en la región a través de las diversas formas de producir y consumir energía eléctrica y avanzar en un desarrollo más eficiente y #sostenible.",AdelatOficial,19
139,2023-01-04 19:02:56,La Compañía de Electricidad de Bayahíbe pone en valor el impacto positivo que la energía limpia proporcionará a Isla Saona como primer paso para contribuir a un desarrollo más sostenible en esta área clave para el medioambiente https://t.co/PynLdPUWc3,amelyktavarez,19
140,2023-01-04 19:02:48,La Compañía de Electricidad de Bayahíbe pone en valor el impacto positivo que la energía limpia proporcionará a Isla Saona como primer paso para contribuir a un desarrollo más sostenible en esta área clave para el medioambiente https://t.co/2nyDTbG10Y,amelyktavarez,19
141,2023-01-04 18:50:29,"Un grupo de ingenieros onubenses de Cepsa fabrica en Huelva el primer diésel 100% sostenible
Se trata de hidrobiodiésel (HBD), un combustible que producido mediante la hidrogenación de grasas animales y aceites vegetales. https://t.co/GM4HS4NedW vía @huelva_info",robertosantosx2,18
142,2023-01-04 18:25:13,"Mi propuesta para el futuro es la movilidad sostenible:
-Economia circular ✅
-0 emisiones ✅
-Energia renovable ✅
-Inclusivo (uso con movilidad reducida)✅
-Compacto y simple ✅
-Conduccion cómoda y segura (patentada) ✅
Que opina @ConcejalGanan 
@elonmusk si me lees 🫶 https://t.co/BEoQwEq7Ai",florezanfel,18
143,2023-01-04 18:14:36,Hidrógeno barato y sostenible mediante energía solar https://t.co/HE8E7pwTP5,TodoTiempo,18
144,2023-01-04 17:04:32,La @CEBdom pone en valor el impacto positivo que la energía limpia proporcionará a Isla Saona como primer paso para contribuir a un desarrollo más sostenible en esta área clave para el medioambiente.,RafaelA_Rodr,17
145,2023-01-04 16:26:05,"Un nuevo panel solar, desarrollado en la Universidad de Michigan, ha logrado una eficiencia del 9% en la conversión de agua en hidrógeno y oxígeno, imitando un paso crucial en la fotosíntesis. https://t.co/TA23McI6pw",Publimetrope,16
146,2023-01-04 16:23:02,La Compañía de Electricidad de Bayahíbe pone en valor el impacto positivo que la energía limpia proporcionará a Isla Saona como primer paso para contribuir a un desarrollo más sostenible en esta área clave para el medioambiente,KikeEstrella9,16
147,2023-01-04 16:20:17,Hidrógeno barato y sostenible mediante energía solar https://t.co/YBGqZiezgk,cienciaplus,16
148,2023-01-04 15:32:29,"@ElUniversal Al fin, ya era hora. Ojalá logren completar el  proyecto. La energía sostenible, es una buena inversión para el país y el planeta.🌎✨",Nohe5luka,15
149,2023-01-04 15:30:21,"La #EnergíaRenovable cada día demuestra su gran utilidad tanto desde el punto de vista económico como sostenible 🌱

📉 Hoy apreciamos cómo la energía eólica no ha parado de reducir su coste de producción en, prácticamente, todas las regiones del mundo.

ℹhttps://t.co/WFYoUmet7Z https://t.co/pUp14e0TCJ",ARIAEorg,15
150,2023-01-04 15:05:02,"Utiliza cartón reciclable en los paquetes, vehículos eléctricos para las entregas, tiene dos fondos de inversión relacionados con el clima y es el mayor comprador corporativo de energía renovable del mundo.

@beatriztreceno vía #Expansioncom.
 https://t.co/BCOhtGL6lq",expansioncom,15
151,2023-01-04 15:03:07,¿Qué piensas que aún no se ha inventado y nos es muy necesario? — Una fuente de energía limpia y suficientemente eficiente y sostenible  https://t.co/AXDaQCmTlv,SM_Horseman,15
152,2023-01-04 14:25:33,"La @ComisionEuropea ha elegido a Tallin, la capital de @descubreestonia, como Capital Verde Europea del 2023 por su compromiso ecológico con la energía sostenible y sus cuidadas zonas verdes.

https://t.co/JjZulsx15Y",TuGranViaje,14
153,2023-01-04 14:00:43,"💻La Comisión Europea calcula que en la actualidad las tecnologías digitales representan entre el 8% y el 10% de nuestro consumo de energía y entre el 2% y el 4% de emisiones de gases de efectos invernadero.
https://t.co/ZLyUce6Oao
#seguros #ODseguros https://t.co/AhtlYzimcF",AlianzaSeguro,14
154,2023-01-04 13:00:02,Hacer que la energía solar sea aún más sostenible con tecnología de luz https://t.co/VfAbFnPVyk a través de @Munagropecuario,Munagropecuario,13
155,2023-01-04 12:56:54,Feliz que se está avanzando hacia mayor uso de energía limpia en 🇩🇴! Aquí les comparto la historia escrita por @JuliaRamirez126 @PNUDRD de los avances en Limoncitos @PPSRD @energiayminasrd @guakiambiente @ambienterd 👉 https://t.co/Aguq81rrLA,InkaMattila,12
156,2023-01-04 12:27:52,"El e-fuel también compite en el Dakar de la mano de Astara Team. Un combustible sostenible y de futuro.

#UPIenergia #ecocombustible

https://t.co/k9PPjxRfWY @int_smartcities",upi_energia,12
157,2023-01-04 12:27:52,"El e-fuel también compite en el Dakar de la mano de Astara Team. Un combustible sostenible y de futuro.

#UPIenergia #ecocombustible

https://t.co/k9PPjxRfWY @int_smartcities",upi_energia,12
158,2023-01-04 12:22:13,"El timo sostenible es evidente. Dos objetivos. Uno, reconvertir el parque motorizado para hacerlo intocable. Dos, privatizar la Movilidad como ya hicieron con ETTs, Energía, Sanidad, Mutuas, Educación o lo que quieran. Lo hacen pq pueden y, aquí el quid de la cuestión,pq tragas.",deteibols,12
159,2023-01-04 12:06:44,"@OperadorNuclear @rne @rtve @searavalero @ed_peninsula @edit_planeta @Planetadelibros Hombre, decir que la energía nuclear es sostenible cuando se basa en un recurso no renovable... No sé.",J__Caz,12
160,2023-01-04 12:01:37,"""Ahorra+e Generación"" es una iniciativa conjunta con nuestros accionistas que nos permite financiar nuevos proyectos de #energíasrenovables con los que seguir apostando por una energía #sostenible y respetuosa con el #medioambiente 🍃.

Más información ➡️ https://t.co/9UBHCaBEka https://t.co/adZflA9G7b",fenieenergia,12
161,2023-01-04 11:30:19,"Si este año quieres vivir de forma más sostenible y pasarte al autoconsumo

Y en Contigo Energía nos encargamos ¡De todo! 
Te contamos los pasos a seguir para conseguirlo
#ContigoEnergia #Autoconsumo #placassolares #pasos https://t.co/Ln2MHVoMWy",ContigoEnergia,11
162,2023-01-04 10:49:07,"🇸🇳 Las comunas de Bambilor y Sangalkam, en #senegal beneficiarias del pryct financiado por la @GVAcooperacio continúan el proceso para obtener un Plan de Acción para el #Clima  y la #Energia #Sostenible, que permitirá hacer frente a los efectos  del #CambioClimatico . https://t.co/zfoa2y8cxX",FMusol,10
163,2023-01-04 09:58:39,"Ya estamos produciendo electricidad con energía solar #renovable 🌞Seguimos dando pasos hacia una economía sostenible con este y otros proyectos. #ODS 
➡️https://t.co/Hw7qeX8SqE https://t.co/YSDIvvx6IR",hospitalmesa,9
164,2023-01-04 09:56:21,#empresas La séptima convocatoria de esta iniciativa para impulsar la industria 4.0 ha recibido más de 700 candidaturas de 70 países diferentes –200 de ellas son soluciones de energía sostenible–. Las 7...  #AttittudBusiness  https://t.co/aDEmyhoj8K,AttittudTalent,9
165,2023-01-04 09:54:09,"El consumo energético de los #datacenter representa el 1% de toda la #energía consumida a nivel global, con previsión de llegar a cerca del 8% de la demanda total de electricidad proyectada.

https://t.co/PCxp1gD95E",pepesingla,9
166,2023-01-04 09:03:19,"El próximo 12 de enero es la final de ""Convierte Tu Idea En Un Negocio"" #ZAC Ideas en Acción, y queremos presentaros los proyectos participantes. ""Babilonia Sostenible"" es una empresa de soluciones sostenibles: energía fotovoltaica, jardinería, #ecología y #sostenibilidad. https://t.co/w5YDqfEx0C",ZGZActiva,9
167,2023-01-04 07:22:00,"ENTREVISTA  |  Eduardo San Nicolás (@SoltecPower): ""La Región de #Murcia es uno de los lugares con mayor potencial para el desarrollo y la implantación de la energía solar #sostenible""

📰 En @diariolaopinion. 

https://t.co/J2IcVcOsNZ",Catedra_RSC,7
168,2023-01-04 06:00:44,"💯 Este 2023, la Semana Europea de la Energía Sostenible EUSEW 2023, entre los días 20 y 22 de junio, se celebrará en formato híbrido.

Vía 👉 @ESEFICIENCIA

🔗 https://t.co/wIsUS3OMgZ

#SanJuanElectricidad #energiasrenovables #desarrollohumanosostenible #Agenda2030",sanjuangrupo,6
169,2023-01-04 05:20:04,Ambient demuestra en CES 2023 su tecnología de captación de energía con poca luz para un IoT más sostenible https://t.co/iY7YZb8dLb,RaspberryPiCom,5
170,2023-01-03 23:28:38,"Desde hace varios años, @Celsia_Energia le apuesta a una movilidad más sostenible, habilitando una red de carga en 🇨🇴 y 🇵🇦 , impulsando proyectos como @muverang o la venta de cargadores para los hogares con @haceb.

https://t.co/rNb37c68DD

https://t.co/QqmVavUWIG https://t.co/ypWishul51",Celsia_Energia,23
171,2023-01-03 23:01:53,"En una gira por EE.UU., las organizaciones visitaron distintas ciudades y entidades líderes en la respuesta a desafíos ambientales relacionados con gestión de sistemas dulceacuícolas, energía y la resiliencia ambiental al cambio climático https://t.co/oWjj9B3t6n https://t.co/6NyNprofVr",CodeXverde,23
172,2023-01-03 21:56:25,"Una ducha de solo cinco minutos gasta entre 95 y 190 litros 🚿

Con pequeños gestos como usar perlizadores,grifos monomando o un calentador a medida, podemos llegar a ahorrar hasta un 26% de energía 😲

Cambios que contribuyen con un futuro sostenible.

@Naturgy @NaturgyClientEs https://t.co/s590GRYY7f",MomaSoluciones,21
173,2023-01-03 21:28:12,"⚡️♻️ #Electricidad | #MedioAmbiente | #Energía

@EDELAP__Oficial  cumple 17 años trabajando de manera sostenible y amigable con el medio ambiente

Se superó con éxito la revisión anual del IRAM.

https://t.co/ecmUhv6I5U https://t.co/OcOB2T5uwf",diariohoynet,21
174,2023-01-03 20:45:24,"Solo queda una semana para enviar solicitudes para el Reto de Minerales Verdes de la USAID. En 2023, el Gob. de 🇺🇸, a través de USAID, ha decidido trabajar para cumplir la promesa de un futuro con energía limpia, inclusiva, sostenible y justa. ¿Te unes? 👉https://t.co/obL4SMrlFq https://t.co/078LofkWy5",EmbajadaUSAenRD,20
175,2023-01-03 20:34:51,"Durante la firma del contrato de concesión definitiva, Veras resaltó que la CNE y las demás autoridades del sector tienen el compromiso de seguir con el trabajo en favor del desarrollo sostenible del sistema eléctrico nacional.
#CNE #SomosCNE #Energía #Renovable #EstoEsCambio https://t.co/tx3VCDf0sn",CNE_RD,20
176,2023-01-03 19:01:05,"👍 #NatuConsejo I No precalientes el horno 

Una buena forma de ahorrar energía, ser más sostenible y cuidar el #medioambiente es encender el horno una vez que metemos los alimentos y apagarlo 15 minutos antes 👉El calor que queda terminará la cocción https://t.co/xigitKO3JL",naturalezacyl,19
177,2023-01-03 18:29:04,"El árbol de #Navidad queda precioso… PERO, ¿vas a alimentarlo con energía? ⚡️🎄 Queremos proponerte pensar de dónde viene lo que consumimos estas navidades.  #ConsumeDentro

#EstaNavidadSíPero pásate a energía cooperativa y sostenible. 
 https://t.co/1pMv6sy4LN",laredopodemos,18
178,2023-01-03 18:15:03,"📲 Si quieres renovar tu móvil de manera #sostenible, te traemos la forma de comprar tecnología con un impacto medioambiental positivo. ♻️

https://t.co/Si7UVZmzod",bbva,18
179,2023-01-03 18:02:57,"¿Te gusta la idea de generar tu propia energía para tu #glamping , #campingdelujo , #camping , #camper con las maravillosas #placassolares?
Visita nuestro articulo para conocer más sobre este #accesorio sostenible tan utilizado
https://t.co/ytTyAZNfWh https://t.co/yjTvpzvkqM",glampismo,18
180,2023-01-03 18:00:30,"🚙Self-Help Enterprises, el Centro de #Energía Sostenible y SCE trabajaran juntos para incentivar a la #comunidad del #Valle de San Joaquín a usar vehículos eléctricos. 

Verifique su elegibilidad hoy: https://t.co/Uhr8p8HEzi

#california #electricvehicles #evs #evsforall https://t.co/iYLx9uhXD1",SelfHelpEnt,18
181,2023-01-03 17:45:15,"#AliadoEstratégico: En los último años AES El Salvador ha realizado una importante inversión en fuentes de generación renovable, así como en la implementación de tecnologías para hacer un uso eficiente de la energía. https://t.co/VLDbCDW4cA",VidayExitorev,17
182,2023-01-03 17:00:12,"👉 Vía @VidayExitorev: ""En los últimos años, AES El Salvador ha realizado una importante apuesta por incrementar sus fuentes de generación renovable""

Leer artículo completo: https://t.co/JhztmCEcot",AESElSalvador,17
183,2023-01-03 17:00:12,"👉 Vía @VidayExitorev: ""En los últimos años, AES El Salvador ha realizado una importante apuesta por incrementar sus fuentes de generación renovable""

Leer artículo completo: https://t.co/JhztmCEcot",AESElSalvador,17
184,2023-01-03 16:00:31,"#Andalucia ya produce más del 54% de energía eléctrica con fuentes renovables

La región generó en 2021 un 14,3% más de electricidad mediante generación sostenible en comparación con el año anterior, hasta los 17.172,7 GWh https://t.co/jolbum7qDO",AndresCanoESP,16
185,2023-01-03 15:53:52,"Este nuevo medio de transporte sostenible estaría listo para su comercialización a partir del próximo año. https://t.co/LZCCs6iwyt 

#Tecnología #CarroEléctrico #Lightyear0 #Futuria",Futuriadigital,15
186,2023-01-03 15:47:28,"Además se puso foco en en las infraestructuras de energía, transporte y telecomunicaciones, agua y saneamiento, ambiente y cambio climático, educación y digitalización. Las aprobaciones contribuirán de forma directa a varios de los Objetivos de Desarrollo de Sostenible (ODS).",forbesargentina,15
187,2023-01-03 15:31:16,"Siendo el agua potable uno de los Objetivos de Desarrollo Sostenible de la agenda 2030 y un derecho fundamental, desde el Ministerio de Agua y Energía se trabaja para garantizar que el agua de red que llega a cada hogar sea segura y de calidad.  https://t.co/OeWsCQCFjl",NuevaRioja,15
188,2023-01-03 14:41:16,"@CarlosOAlbornoz Y en Margarita sin agua y sin luz electrica. Asi no es sostenible el turismo en el tiempo. Deberian de aprovechar e invertir en energia eolica y solar que hay bastante en la isla. Y ademas instalar una planta desalinizadora. Asi, si",adrianamassiani,14
189,2023-01-03 14:16:38,"📑Puedes consultar las bases reguladoras y la convocatoria de las subvenciones de los tres primeros programas de ayudas del Gobierno de Canarias y su Estrategia de Energía Sostenible en las #IslasCanarias.

➡️En nuestra web tenemos toda la información https://t.co/32mELmXwS1 https://t.co/CO7OIcIDUm",EnergiaGran,14
190,2023-01-03 14:16:38,"📑Puedes consultar las bases reguladoras y la convocatoria de las subvenciones de los tres primeros programas de ayudas del Gobierno de Canarias y su Estrategia de Energía Sostenible en las #IslasCanarias.

➡️En nuestra web tenemos toda la información https://t.co/32mELmXwS1 https://t.co/CO7OIcIDUm",EnergiaGran,14
191,2023-01-03 14:12:11,"¡No te lo pierdas! Hazte con tu entrada en https://t.co/ajf5gkn3kc y apuesta por un modelo socioeconómico insular más sostenible.  🙌🌱

#ForoInternacionalEcoislas #Sostenibilidad #Energía #Movilidad #TurismoRegenerativo #EconomiaCircular #CambioClimatico #RecintoFerial https://t.co/E4tJ8HyEma",infecar,14
192,2023-01-03 13:34:41,"La app Wiser simplifica la medición y el control de la energía doméstica para aumentar la eficiencia, ahorrar en las facturas de energía y permitir a los propietarios vivir de forma más sostenible.
https://t.co/avhr4f2wWR",entreprenerdcl,13
193,2023-01-03 13:33:06,@petrogustavo El 80% de nuestra matriz energética es sostenible y unos de los países más limpios del mundo en la producción de energía. Porque acabar la economía del país para un objetivo que en pocas palabras ya se ha logrado ?.,OmarRueda02,13
194,2023-01-03 12:56:41,"En Café Plus estuvo presente Kim Sánchez, Líder de nuevos negocios en Vestas para Latinoamérica, empresa líder en soluciones de energía sostenible que principalmente diseña, fabrica, instala y brinda servicio a turbinas eólicas en todo el mundo.
https://t.co/92E0rsUnrI",txsplus,12
195,2023-01-03 12:49:00,"Uno de los retos del ODS 7: “Garantizar el acceso a una energía asequible, segura, sostenible y moderna” es duplicar para el 2030 la tasa mundial de mejora de la eficiencia energética. 

¿Cómo puede mi entidad contribuir a la eficiencia energética? Te lo contamos en este hilo 👇 https://t.co/gsyMeDdQIZ",somosutopia,12
196,2023-01-03 12:06:58,"💡 #Andalucía ya produce más del 54% de energía eléctrica con renovables ♻️

🔋 Generó en 2021 un 14,3% más de electricidad mediante generación sostenible, hasta los 17.172,7 GWh

☀️ La fotovoltaica ha crecido un 47,5%➕que el año anterior

➡️ https://t.co/8z0CoHFFdt ✅",IndustriaAnd,12
197,2023-01-03 11:54:39,"Cada vez bajan más las #temperaturas y, por ende, pasamos más horas en casa y gastamos más #energía.

https://t.co/2RAGPLInpd

#eficienciaenergética #climatitación #sostenible https://t.co/IQeijSDpcu",TecIcelan,11
198,2023-01-03 11:50:00,"🟢 #Andalucía generó en 2021 un 14,3% más de electricidad de forma sostenible respecto al año anterior.

♻ Con esta producción renovable ya se abastece más de la mitad de la demanda de energía eléctrica de la región. ✅ https://t.co/j2QCkLo50q",AndaluciaJunta,11
199,2023-01-03 11:50:00,"🟢 #Andalucía generó en 2021 un 14,3% más de electricidad de forma sostenible respecto al año anterior.

♻ Con esta producción renovable ya se abastece más de la mitad de la demanda de energía eléctrica de la región. ✅ https://t.co/j2QCkLo50q",AndaluciaJunta,11
200,2023-01-03 11:45:51,"Muy muy pronto tendrás disponible en PDF y en papel el número 47 de Ciudad Sostenible. En esta ocasión miramos hacia la salud y las ciudades, además de otros muchos temas de movilidad, economía circular, energía, planificación, agendas urbanas... https://t.co/EoGHJyrR1d",ciudadS,11
201,2023-01-03 11:30:18,"¡Ya estamos en 2023! 
Y en Contigo Energía te animamos a que uno de tus propósitos de este nuevo año sea vivir de una manera más sostenible.

¡Pásate al autoconsumo!
Y convierte tu vivienda en un hogar sostenible
https://t.co/BB37McdT3Z https://t.co/v5dhZDo1eP",ContigoEnergia,11
202,2023-01-03 09:01:47,"Estos edificios son puro futuro: se han hecho con materiales sostenibles, ahorran energía (incluso la producen) y aprovechan al máximo la presencia de las plantas.  Diseño sostenible: 20 novedades en muebles y arquitect...  https://t.co/lBKVKCl622",Nuevo_Estilo,9
203,2023-01-03 08:22:49,"¡Empezamos el año llenos de energía sostenible! 🌱Genera energía 100% verde instalando placas solares en tu casa o en tu empresa. 

#energía #luzverde #ahorro #sostenibilidad #medioambiente https://t.co/TiYZMRVduO",SampolEnergia,8
